id,u,v,geometry,total_tracks,list_tracks,weight
1363,3182664198,6591731967,"LINESTRING (2.375521 41.8474291, 2.3753091 41.8477697, 2.3751341 41.8479003, 2.3748513 41.8480406, 2.3746746 41.8481117)",1,[158766251],1
1376,3450312307,3450312309,"LINESTRING (2.3843862 41.8451931, 2.3841172 41.8452717, 2.3838586 41.8453306, 2.3835108 41.8453314, 2.383281 41.8453062)",1,[149603903],1
1377,3450312307,6903901355,"LINESTRING (2.3843862 41.8451931, 2.3845144 41.8452551, 2.3845314 41.8452641, 2.3845512 41.8452765, 2.3846671 41.8452696)",1,[149603903],1
1379,3450312317,7925498321,"LINESTRING (2.3710614 41.8411099, 2.3713683 41.8413264, 2.3714161 41.8415514, 2.3716004 41.8416826, 2.3716969 41.8418114)",1,[149603903],1
1380,3450312317,4791798773,"LINESTRING (2.3710614 41.8411099, 2.3706577 41.841661, 2.370146 41.8426634, 2.3698323 41.8429847, 2.369762 41.8433252, 2.3695943 41.8436299)",1,[149603903],1
1382,3450312340,12323907928,"LINESTRING (2.3922231 41.8098137, 2.3922675 41.8099062)",1,[179545648],1
1383,3450312351,12323907928,"LINESTRING (2.3930504 41.8130167, 2.3927392 41.8126488, 2.3928573 41.8125289, 2.3930718 41.8125369, 2.3937048 41.8124009, 2.3934688 41.812289, 2.393619 41.812225, 2.393127 41.8119403, 2.3929174 41.8113356, 2.3927146 41.8107133, 2.3923848 41.8101508, 2.3922675 41.8099062)",1,[179545648],1
1518,3948661309,9062945110,"LINESTRING (2.3362725 41.8018897, 2.3365239 41.8018508, 2.3369026 41.8019023, 2.3373415 41.8019511, 2.3376582 41.8019867, 2.3378582 41.801984, 2.3380511 41.8019629, 2.338198 41.8019181, 2.3382847 41.8018548, 2.3384209 41.8017769, 2.3385448 41.8017519, 2.3390651 41.8017572, 2.3392544 41.8017215, 2.3393783 41.8016609, 2.3394473 41.8015751, 2.3395323 41.8014656, 2.3398437 41.8012836, 2.3400401 41.8011886, 2.340187 41.8011583, 2.3403799 41.8011648, 2.3407869 41.8012031, 2.3409639 41.8011767, 2.3411638 41.8010949, 2.3413833 41.8011226, 2.3416062 41.8011055, 2.3422008 41.8008535, 2.3424804 41.8008245, 2.3429847 41.8007744, 2.3436926 41.8006161, 2.3439049 41.8006293, 2.3441226 41.8007216, 2.3444942 41.8008456, 2.3448941 41.8008601, 2.3458645 41.8008889, 2.346248 41.8009129, 2.3469721 41.8009673, 2.3473137 41.8010806)",2,"[119551473, 148046117]",2
1542,4230230517,12323327071,"LINESTRING (2.3771176 41.805748, 2.3775283 41.8059515, 2.3776558 41.8060299, 2.3778102 41.8061722, 2.3779151 41.8063483)",5,"[116686100, 119551473, 141252055, 148046117, 160837717]",7
1543,4230230517,12323327089,"LINESTRING (2.3771176 41.805748, 2.377337 41.805585, 2.377648 41.805394, 2.377731 41.805368, 2.377906 41.805379, 2.37809 41.805414, 2.378701 41.805615, 2.378837 41.805647, 2.379022 41.805665, 2.379385 41.805638, 2.379701 41.805556, 2.379914 41.805529, 2.380004 41.805494, 2.380075 41.805436, 2.38018 41.805318, 2.38031 41.805126, 2.380471 41.80495, 2.3804963 41.8049304)",1,[160837717],1
1544,4230230573,5339093004,"LINESTRING (2.382529 41.8087986, 2.3826197 41.8087579)",3,"[119551473, 148046117, 160837717]",4
1545,4230230573,4230230578,"LINESTRING (2.382529 41.8087986, 2.382343 41.808838)",4,"[116686100, 119551473, 148046117, 160837717]",6
1546,4230230573,4230230577,"LINESTRING (2.382529 41.8087986, 2.3815301 41.8086475, 2.381229 41.8087158, 2.3809 41.808727, 2.3806326 41.8087869, 2.3802344 41.8088092, 2.3795676 41.8089322, 2.379171 41.809022)",2,"[116686100, 148046117]",2
1547,4230230577,9062428860,"LINESTRING (2.379171 41.809022, 2.379328 41.809084, 2.379408 41.809088, 2.379653 41.809056, 2.3797883 41.8090775)",3,"[116686100, 119551473, 160837717]",4
1548,4230230578,12323345515,"LINESTRING (2.382343 41.808838, 2.3822294 41.8088958, 2.3821169 41.8090277, 2.3820027 41.8091266, 2.3817244 41.8092228, 2.3815475 41.8093066, 2.3814277 41.8094384, 2.3812342 41.8095868, 2.3810941 41.8097585, 2.3809854 41.8099673, 2.3808047 41.8102599, 2.3806426 41.8103973, 2.3805633 41.8105346, 2.3804951 41.8106899, 2.3805172 41.8108176, 2.3805062 41.8109976, 2.3805338 41.8111487, 2.3805688 41.8113025, 2.380543 41.8114646, 2.3804288 41.811558, 2.380274 41.8116858, 2.3801505 41.8118382, 2.3798796 41.8121487, 2.3796289 41.8122805, 2.3793599 41.8123849, 2.3791719 41.8125113, 2.3789765 41.8126061, 2.3789562 41.8126651, 2.3788807 41.8127146, 2.3788125 41.8128039, 2.37863 41.8128753, 2.3785803 41.8129948, 2.3786024 41.8130621, 2.3785766 41.813091, 2.3786706 41.8131844, 2.3787203 41.8133162, 2.3788051 41.8133973, 2.3788217 41.8135113, 2.3787627 41.8136473, 2.3787222 41.8138465, 2.3788309 41.813944, 2.3788125 41.8140964, 2.378689 41.8143217, 2.3785489 41.8144646, 2.3784605 41.8145401, 2.3782928 41.8146912, 2.3781582 41.8147736, 2.3780808 41.8149247, 2.3779187 41.815139, 2.3777546 41.8153038, 2.3776238 41.8154728, 2.377609 41.8156664, 2.3774578 41.8158866)",3,"[116686100, 119551473, 160837717]",4
1549,4230230578,5460549793,"LINESTRING (2.382343 41.808838, 2.381771 41.808949, 2.3815582 41.8089876, 2.3813104 41.8090904, 2.38112 41.809164, 2.3809799 41.8091767)",3,"[116686100, 119551473, 160837717]",4
1562,4295698022,7925498321,"LINESTRING (2.3735454 41.8442395, 2.3734476 41.8440403, 2.3734833 41.8437489, 2.3732984 41.8435388, 2.3730211 41.8433961, 2.3729403 41.8431591, 2.372889 41.842895, 2.3727648 41.8426291, 2.372772 41.8425162, 2.3727159 41.8424113, 2.3726896 41.8422797, 2.372593 41.8422207, 2.372322 41.8421782, 2.371871 41.8420438, 2.3716969 41.8418114)",1,[149603903],1
1614,4791798779,4791798792,"LINESTRING (2.3686877 41.843542, 2.3686126 41.843486, 2.3685214 41.8434181, 2.3684463 41.8433302, 2.3683658 41.8432422, 2.3682424 41.8431543, 2.3681083 41.8431064, 2.3679152 41.8430824, 2.3677865 41.8430864, 2.3673841 41.8430864, 2.3672071 41.8430304, 2.3670676 41.8429945, 2.3669496 41.8430025, 2.3665988 41.843141)",1,[158766251],1
1615,4791798779,6591755803,"LINESTRING (2.3686877 41.843542, 2.3686293 41.843582, 2.368632 41.843642, 2.3686802 41.8437888, 2.3687419 41.8438987, 2.368805 41.8440076, 2.3688268 41.8441254, 2.3687942 41.8441914, 2.3688439 41.8442354, 2.3689391 41.8443393, 2.3689444 41.8444512, 2.3690075 41.8445231, 2.3691391 41.8445371)",1,[158766251],1
1617,4791798792,6594924868,"LINESTRING (2.3665988 41.843141, 2.3655076 41.8427096, 2.3653007 41.8425949, 2.3650941 41.842487, 2.3649171 41.8423311, 2.3646757 41.8423032, 2.364547 41.8422133, 2.3643458 41.8420954, 2.3641339 41.8418815, 2.3639971 41.8418736, 2.3638442 41.8418296, 2.3636699 41.8416957, 2.3635706 41.8415658, 2.3635116 41.8414719, 2.3633534 41.841414, 2.3632219 41.841372, 2.363171 41.8412741, 2.3631442 41.8411602, 2.3630449 41.8410863, 2.3628893 41.8408841, 2.362678 41.8408696, 2.3623551 41.8408866, 2.3620443 41.8408653, 2.3617333 41.8408165, 2.3615831 41.8407206, 2.3614463 41.8405847, 2.3613739 41.8404628, 2.3613095 41.8403989)",1,[158766251],1
1765,5325291772,5325291777,"LINESTRING (2.4092201 41.8266114, 2.4092153 41.8265665, 2.409184 41.826367, 2.4091293 41.8262164)",2,"[179545648, 185762440]",2
1766,5339093004,12323327071,"LINESTRING (2.3826197 41.8087579, 2.382552 41.8087332, 2.3823975 41.8086488, 2.3821933 41.8085193, 2.3819837 41.8084198, 2.3818557 41.8083424, 2.3816499 41.8082021, 2.3812265 41.8079128, 2.3810567 41.8078444, 2.3809832 41.8078332, 2.3809097 41.807826, 2.3807372 41.8077147, 2.3805553 41.8076483, 2.3804978 41.807631, 2.3803086 41.807624, 2.3801249 41.8076452, 2.3799157 41.807651, 2.3798259 41.807654, 2.3797065 41.8076469, 2.3795602 41.8076251, 2.379309 41.807527, 2.3791155 41.8074909, 2.3789663 41.8074203, 2.3786924 41.8072427, 2.3783548 41.8069536, 2.3780333 41.8065607, 2.3779586 41.8064215, 2.3779151 41.8063483)",5,"[116686100, 119551473, 141252055, 148046117, 160837717]",7
1859,5460545551,7969237901,"LINESTRING (2.3533108 41.8026827, 2.3531875 41.8026227, 2.3531338 41.8025745, 2.353107 41.8024786, 2.3530759 41.8023958, 2.35293 41.8022208, 2.3527944 41.8020133, 2.3527905 41.8019429, 2.3528227 41.8018573, 2.3530067 41.80154, 2.3530252 41.8014473, 2.3530008 41.8013731, 2.3529257 41.8013489, 2.3528162 41.8013477, 2.3526414 41.8013771, 2.3523921 41.8014702, 2.3518655 41.8017825, 2.3515642 41.8018691, 2.3512219 41.8019401, 2.3508595 41.8019091, 2.3506351 41.8018687, 2.3503693 41.8017903, 2.3501448 41.8016796, 2.3498529 41.8014531, 2.3496217 41.8013632, 2.3492659 41.8013522, 2.3489034 41.8013735, 2.3486623 41.8013992)",2,"[141252055, 148046117]",2
1860,5460549784,5460549793,"LINESTRING (2.3799586 41.8091045, 2.380105 41.809152, 2.3801844 41.8091877, 2.3802814 41.8091766, 2.3804521 41.8092005, 2.3809177 41.8091823, 2.3809799 41.8091767)",3,"[116686100, 119551473, 160837717]",4
1861,5460549784,9062428860,"LINESTRING (2.3799586 41.8091045, 2.3797883 41.8090775)",3,"[116686100, 119551473, 160837717]",4
1862,5460549792,5460568230,"LINESTRING (2.3773204 41.8099791, 2.3771861 41.8102398, 2.3768824 41.8105332, 2.3763926 41.8108856, 2.3762958 41.8109828, 2.3761509 41.8111011, 2.3759971 41.8111697, 2.3758924 41.8112818, 2.3758033 41.8113428, 2.3756449 41.8114793)",2,"[116686100, 160837717]",2
1864,5460568216,9062435812,"LINESTRING (2.3571518 41.8097293, 2.3571099 41.8097584, 2.3568299 41.809748, 2.356711 41.8097547, 2.3565273 41.8098371, 2.3563146 41.8099197, 2.3560681 41.8099825, 2.3559332 41.8100423, 2.3558107 41.8100962, 2.3557433 41.8101426, 2.3557114 41.8102023, 2.3557141 41.8102759, 2.355779 41.8103754, 2.3558192 41.810532, 2.3558005 41.810659, 2.3557329 41.8107959, 2.355667 41.8108773, 2.3555773 41.8109677, 2.3554679 41.8110366, 2.3553434 41.8111094, 2.3552272 41.8112106, 2.3551581 41.8113166)",2,"[116686100, 160837717]",2
1865,5460568230,9062428860,"LINESTRING (2.3756449 41.8114793, 2.3758443 41.8114826, 2.3759193 41.8114449, 2.3762453 41.8113488, 2.3762766 41.8113358, 2.3765154 41.8112501, 2.3767142 41.8111604, 2.3768536 41.8110695, 2.3770087 41.810985, 2.3771395 41.8108746, 2.3772946 41.810707, 2.3773016 41.8106836, 2.3773068 41.8106589, 2.3773138 41.8106368, 2.3773277 41.810616, 2.3773382 41.8105953, 2.3773521 41.8105732, 2.377373 41.8105537, 2.3773992 41.8105355, 2.3774166 41.8105147, 2.3774358 41.8104926, 2.377455 41.8104705, 2.3774776 41.8104484, 2.377502 41.8104328, 2.3775299 41.8104186, 2.3775543 41.8104069, 2.3775892 41.8103939, 2.3776153 41.8103835, 2.3776502 41.8103718, 2.3776851 41.8103627, 2.3777147 41.8103562, 2.3777443 41.8103562, 2.3777757 41.8103575, 2.3778053 41.8103627, 2.3778332 41.8103731, 2.3778594 41.8103861, 2.377889 41.8103939, 2.3779221 41.8103939, 2.3779535 41.8103978, 2.3779849 41.8104004, 2.378018 41.8103991, 2.3780494 41.8103926, 2.3780755 41.8103822, 2.3781017 41.8103692, 2.3781296 41.8103523, 2.3781522 41.8103354, 2.3781696 41.8103146, 2.3781836 41.8102938, 2.3782045 41.8102756, 2.3782324 41.8102613, 2.3782603 41.810251, 2.3782934 41.8102432, 2.3785218 41.8102081, 2.3785514 41.8102081, 2.3785845 41.8102055, 2.3786141 41.8101964, 2.3786333 41.8101795, 2.378649 41.8101587, 2.3786577 41.810134, 2.378656 41.8101119, 2.378656 41.8100885, 2.3786525 41.8100665, 2.3786525 41.8100405, 2.3786612 41.8100171, 2.3786786 41.8099976, 2.3786943 41.8099742, 2.3787135 41.8099547, 2.3787362 41.8099313, 2.3787518 41.8099106, 2.3787658 41.8098911, 2.3787885 41.8098729, 2.3788163 41.8098586, 2.3788338 41.8098404, 2.3788547 41.8098209, 2.3788739 41.809804, 2.3788948 41.8097845, 2.3789192 41.8097702, 2.3789488 41.8097559, 2.3789785 41.8097404, 2.3790029 41.8097274, 2.3790273 41.8097144, 2.3790604 41.8096988, 2.3790935 41.8096845, 2.3791231 41.8096702, 2.379151 41.8096481, 2.3791562 41.8096234, 2.3791562 41.8095987, 2.3791528 41.8095753, 2.3791528 41.8095533, 2.3791615 41.8095299, 2.3793184 41.8093999, 2.3794718 41.809335, 2.3795206 41.809257, 2.3795362 41.8092388, 2.3795467 41.8092168, 2.3795624 41.8091986, 2.3795833 41.8091817, 2.3796077 41.8091661, 2.379653 41.809144, 2.3796809 41.8091297, 2.379714 41.8091154, 2.3797883 41.8090775)",2,"[116686100, 160837717]",2
1866,5460568230,5460568244,"LINESTRING (2.3756449 41.8114793, 2.3755812 41.8114504, 2.37549 41.8114267)",2,"[116686100, 160837717]",2
1867,5460568231,9062435812,"LINESTRING (2.3518003 41.8126383, 2.3518156 41.8126658, 2.3518339 41.8126876, 2.3518667 41.812693, 2.3518995 41.812693, 2.3519305 41.8126862, 2.3519742 41.8126713, 2.3520052 41.8126604, 2.3520326 41.8126482, 2.3520563 41.8126319, 2.3520745 41.8126115, 2.3521 41.8125938, 2.3521219 41.8125789, 2.3521456 41.8125612, 2.3521693 41.8125476, 2.3521948 41.8125327, 2.3522221 41.8125205, 2.3523187 41.8124648, 2.3523479 41.8124566, 2.3523771 41.8124471, 2.3524117 41.8124362, 2.3524445 41.8124281, 2.3524791 41.8124186, 2.3525065 41.8124077, 2.3525356 41.8123955, 2.3525593 41.8123819, 2.3525849 41.8123642, 2.3526031 41.8123466, 2.3526323 41.8123085, 2.3526377 41.8122854, 2.3526395 41.812261, 2.352645 41.8122365, 2.3526505 41.8122121, 2.3526614 41.8121727, 2.3526742 41.8121441, 2.3526869 41.8121183, 2.3527015 41.8120952, 2.3527179 41.8120735, 2.3527416 41.8120409, 2.3527599 41.8120178, 2.3528546 41.8119268, 2.3528747 41.8119091, 2.3529002 41.8118887, 2.3529585 41.8118507, 2.3529968 41.8118317, 2.3530278 41.8118208, 2.3530588 41.811814, 2.3530916 41.8118059, 2.3531499 41.8117977, 2.3532064 41.811795, 2.3532447 41.8117909, 2.3532793 41.8117896, 2.3533122 41.8117896, 2.3533413 41.8117896, 2.3533869 41.81178, 2.3534233 41.8117692, 2.3534507 41.8117556, 2.3534799 41.811742, 2.35354 41.8117148, 2.3535965 41.8116877, 2.3536275 41.8116727, 2.3536512 41.8116564, 2.3536876 41.8116374, 2.3537186 41.8116184, 2.3537442 41.8116048, 2.3540121 41.8114485, 2.3540413 41.811439, 2.3540777 41.8114282, 2.3544131 41.8113195, 2.3544441 41.8113032, 2.3544751 41.8112869, 2.3545061 41.8112692, 2.3545298 41.8112543, 2.3545845 41.811223, 2.3546082 41.8112081, 2.35463 41.8111918, 2.3546483 41.8111741, 2.3546555 41.811151, 2.3546774 41.8111347, 2.3547102 41.811132, 2.3547412 41.811132, 2.3547704 41.811132, 2.3548032 41.8111374, 2.3548342 41.8111415, 2.3548652 41.8111456, 2.3549964 41.8111803, 2.3550803 41.8112217, 2.3551204 41.8112488, 2.3551581 41.8113166)",1,[119551473],1
1868,5460568244,12323930901,"LINESTRING (2.37549 41.8114267, 2.3752513 41.8118047, 2.3745662 41.8126162, 2.3740035 41.8133547, 2.3736977 41.8136738, 2.3733674 41.8143212, 2.3729637 41.8147314, 2.3726089 41.8152602, 2.3723643 41.8158073, 2.3723398 41.8161811, 2.3720707 41.8163452, 2.3722542 41.8168102, 2.3726212 41.8170016, 2.3726823 41.8174848, 2.3726701 41.8176945, 2.3725233 41.8177492, 2.372335 41.8181403)",1,[160837717],1
1965,6591731962,6591731967,"LINESTRING (2.3757363 41.8482976, 2.3756659 41.8482572, 2.3755034 41.848219, 2.3751122 41.8481219, 2.3748898 41.8481059, 2.3746746 41.8481117)",1,[158766251],1
1966,6591755803,6594924933,"LINESTRING (2.3691391 41.8445371, 2.3691562 41.8443937, 2.369199 41.8443189, 2.36924 41.844277, 2.3694206 41.8442153, 2.3695453 41.8442409, 2.3696144 41.844277, 2.3697078 41.8444383, 2.3698382 41.8445833, 2.3702367 41.8447889, 2.3704237 41.8448848)",1,[158766251],1
1977,6594924787,6594924868,"LINESTRING (2.35944 41.8405128, 2.3597324 41.8404708, 2.3599523 41.8404448, 2.3602071 41.8403549, 2.3604029 41.840245, 2.3605773 41.8400671, 2.3609152 41.8397954, 2.3610708 41.8397154, 2.3613846 41.8395676, 2.361457 41.8395696, 2.3614651 41.8396095, 2.3613578 41.8397634, 2.3613203 41.8399053, 2.3612639 41.8400452, 2.3612908 41.840223, 2.3613095 41.8403989)",1,[158766251],1
1978,6594924868,8910004188,"LINESTRING (2.3613095 41.8403989, 2.3613015 41.8404668, 2.3610359 41.8408025, 2.361052 41.8408445, 2.3611432 41.8408944, 2.361221 41.8409344, 2.3612612 41.8410263, 2.3612237 41.8411082, 2.3610976 41.8412881, 2.3610789 41.841412, 2.3610118 41.8415259, 2.360875 41.8416218, 2.360765 41.8416877, 2.3606256 41.8417357, 2.3604861 41.8417876, 2.3601991 41.8420714, 2.3600194 41.8422772, 2.3600435 41.8423991, 2.3600569 41.842457, 2.3601615 41.842537, 2.3601294 41.8426209, 2.3600784 41.8426868, 2.3599523 41.8427687, 2.3599014 41.8427907, 2.3597833 41.8428747, 2.3596412 41.8429146, 2.3594293 41.8429086, 2.3586863 41.8428707, 2.3585871 41.8428926, 2.3583242 41.8430325, 2.3583001 41.8430984, 2.3581955 41.8432303, 2.3581231 41.8432643, 2.358048 41.8433282, 2.3580506 41.8433942, 2.3580667 41.843572, 2.3580319 41.8436999, 2.3577368 41.8439237, 2.3576081 41.8440456, 2.3576134 41.8441775, 2.3575786 41.8443513, 2.3574847 41.8445371, 2.3573774 41.8447809, 2.3573023 41.8449228, 2.3572379 41.8451346, 2.3571923 41.8453843, 2.3571441 41.8454882, 2.3569751 41.845704, 2.3568249 41.8458898, 2.356739 41.8460697, 2.3566827 41.8462615, 2.356672 41.8464433, 2.3566774 41.8466231, 2.356672 41.8468889, 2.3566639 41.8470527, 2.3565942 41.8472625, 2.3564976 41.8474084, 2.356267 41.8476342, 2.3561811 41.847772, 2.3562053 41.8478439, 2.3562053 41.8479538, 2.3559505 41.8481576, 2.3559022 41.8482535, 2.3559612 41.8483654, 2.3561087 41.8485333, 2.3562589 41.8488589, 2.3564923 41.8494184, 2.3565164 41.8495183, 2.356444 41.849738, 2.3564386 41.8498479, 2.3564547 41.8499578, 2.3565111 41.8500317, 2.3566559 41.8502335, 2.3567149 41.8503314, 2.3566854 41.8504893, 2.3566908 41.8506351, 2.3567525 41.8508169, 2.3567954 41.8510008, 2.3567793 41.8511985, 2.3567873 41.8515042, 2.3567215 41.851782)",1,[158766251],1
2001,6903901355,9698968690,"LINESTRING (2.3846671 41.8452696, 2.3847036 41.8452673, 2.3847426 41.8452629, 2.3849013 41.8452327, 2.3850446 41.84523, 2.3851759 41.8451936, 2.3852809 41.8451118, 2.3853991 41.8450673, 2.3855793 41.8450682, 2.3857965 41.8451571, 2.3860508 41.8452016, 2.3863289 41.8451429, 2.3864733 41.8450273, 2.386601 41.8449873, 2.3868928 41.8450088, 2.3870009 41.8450335, 2.3871202 41.8450362, 2.3873278 41.845019)",1,[149603903],1
2112,7256091578,7256091624,"LINESTRING (2.3663305 41.8138499, 2.366253 41.813858, 2.366186 41.813866, 2.366119 41.81387, 2.366052 41.81387, 2.365945 41.813862, 2.365867 41.813847, 2.365782 41.813789, 2.365799 41.813702, 2.365739 41.813694, 2.365678 41.813702, 2.365622 41.813725, 2.365344 41.813835, 2.36498 41.813912, 2.364713 41.813996, 2.364434 41.814053, 2.364225 41.814079, 2.36415 41.814087, 2.364075 41.814087, 2.364001 41.814072, 2.363918 41.814022, 2.363854 41.813999, 2.363789 41.813996, 2.363432 41.814045, 2.363344 41.814075, 2.363117 41.81422, 2.36289 41.814365, 2.362736 41.814507, 2.362521 41.814724, 2.362296 41.814888, 2.362036 41.814999, 2.361925 41.815064, 2.361847 41.815132, 2.3617 41.815426, 2.361555 41.815601, 2.361415 41.81575, 2.361379 41.815785, 2.361334 41.815815, 2.361189 41.815895, 2.361036 41.815991, 2.360966 41.816101, 2.360824 41.81625, 2.360752 41.816345, 2.360688 41.816399, 2.360328 41.816593, 2.360057 41.816708, 2.3597928 41.8167862)",1,[160837717],1
2113,7256091624,9062429204,"LINESTRING (2.3597928 41.8167862, 2.3598067 41.8167557, 2.3598908 41.816452, 2.3600786 41.8158338, 2.3601146 41.8157846, 2.360438 41.8156313, 2.3606172 41.8154424, 2.3607787 41.8152958, 2.36088 41.815036, 2.3611033 41.8147172, 2.3612453 41.814516, 2.3613725 41.8144118, 2.3617644 41.8140606, 2.3619046 41.8137269, 2.3619245 41.8136447, 2.361888 41.8135365, 2.3619183 41.8134905, 2.3619121 41.8133566, 2.3619395 41.8133089, 2.3620833 41.8130796, 2.3621907 41.8129888, 2.3623574 41.8128568, 2.3624281 41.8127631, 2.3625425 41.812538, 2.362617 41.812476, 2.3629158 41.8122152, 2.3632341 41.8120462)",3,"[116686100, 119551473, 160837717]",4
2228,7925498375,12323981368,"LINESTRING (2.3658193 41.8325278, 2.3653703 41.8325812, 2.364702 41.8329194, 2.3640877 41.8330271)",1,[149603903],1
2243,7969237899,7969237901,"LINESTRING (2.3485181 41.8015012, 2.3486569 41.8014452, 2.3486623 41.8013992)",5,"[116686100, 119551473, 141252055, 148046117, 160837717]",7
2554,9062423752,9062423759,"LINESTRING (2.3736839 41.8050547, 2.3737927 41.8051993, 2.3739165 41.8052916, 2.374096 41.8053721, 2.374483 41.805467, 2.374598 41.8054891, 2.3748438 41.8055878, 2.3749466 41.8056541, 2.3749989 41.8057061, 2.375027 41.8057596)",2,"[119551473, 148046117]",2
2556,9062429172,9062429192,"LINESTRING (2.3724448 41.8098968, 2.3723894 41.8099225, 2.3718564 41.8101868, 2.371169 41.8106079, 2.3709957 41.8106479, 2.3707329 41.8107319, 2.3705118 41.810812, 2.3702871 41.810931, 2.3701133 41.811036, 2.3698322 41.8111343, 2.3697367 41.8111556, 2.3696315 41.8111515, 2.3695033 41.8111318, 2.3692914 41.8111278, 2.3691686 41.8111541, 2.3689342 41.8112472, 2.3688505 41.8112672, 2.3687472 41.8112786, 2.368637 41.811244, 2.3685367 41.8112209, 2.3684117 41.8112315, 2.3683017 41.8112616, 2.3681676 41.8113304, 2.368004 41.8113852, 2.3677787 41.8114219, 2.3675936 41.8114355, 2.3674217 41.811425, 2.3671135 41.8114377)",3,"[116686100, 119551473, 160837717]",4
2557,9062429192,9062429204,"LINESTRING (2.3671135 41.8114377, 2.3667598 41.8114522, 2.3664681 41.8114387, 2.3659833 41.8115354, 2.3654833 41.8116585, 2.3645974 41.8116423, 2.3642265 41.8117723, 2.3638639 41.8118191, 2.3633274 41.8119967, 2.3632341 41.8120462)",3,"[116686100, 119551473, 160837717]",4
2562,9062429577,9062429583,"LINESTRING (2.3878923 41.8451343, 2.3876985 41.8452174, 2.3874029 41.8453182)",1,[149603903],1
2563,9062429583,9698968690,"LINESTRING (2.3874029 41.8453182, 2.3873639 41.8452105, 2.3873278 41.845019)",1,[149603903],1
2838,12323327071,12323327089,"LINESTRING (2.3779151 41.8063483, 2.3780516 41.806017, 2.3781405 41.805988, 2.3784787 41.8060554, 2.3787467 41.8060809, 2.3789914 41.8061344, 2.379127 41.8060902, 2.3792798 41.8060879, 2.3794123 41.8059485, 2.3798564 41.8058265, 2.3800466 41.8058439, 2.3801526 41.8058114, 2.3802243 41.8057591, 2.380271 41.8056162, 2.3803412 41.8054478, 2.3804035 41.8053618, 2.3804066 41.805227, 2.3804549 41.805126, 2.3804963 41.8049304)",2,"[141252055, 160837717]",2
2839,12323345503,12323345505,"LINESTRING (2.3769357 41.8110319, 2.376745 41.8114692, 2.3769088 41.8118529)",1,[160837717],1
2842,12323907938,12337025233,"LINESTRING (2.4055497 41.8213077, 2.4055816 41.8214071, 2.4056668 41.8215766, 2.405949 41.8219292, 2.4060735 41.8221292, 2.4060679 41.8223621, 2.4059905 41.8226157, 2.4059683 41.8229559, 2.4061205 41.8235249, 2.4064276 41.8238197, 2.4064504 41.823906)",2,"[179545648, 185762440]",2
